name	SRR8146935	SRR8146936	SRR8146938	SRR8146963	SRR8146968	SRR8146973
Blochmannia endosymbiont of Camponotus sp.	0	0	0	0	0	0
Candidatus Purcelliella pentastirinorum	0	0	0	0	0	0
Buttiauxella sp. WJP83	0	0	0	0	0	0
Superficieibacter sp. HKU1	0	0	0	0	0	0
Yokenella regensburgei	0	0	0	0	0	0
Candidatus Moranella endobia	0	0	0	0	0	0
Shimwellia blattae	0	0	0	0	0	0
Pantoea sp. At-9b	0	0	0	0	0	0
Pantoea soli	0	0	1e-5	0	0	0
Pantoea eucrina	0	0	0	0	0	0
Pantoea deleyi	0	0	0	0	0	0
Pantoea alhagi	0	0	0	0	0	0
Pantoea eucalypti	0	0	0	0	0	0
Pantoea anthophila	0	0	0	0	0	0
Erwinia billingiae	0	0	1e-5	0	1e-5	0
Erwinia sorbitola	0	0	0	0	0	0
[Pantoea] beijingensis	0	0	0	0	0	0
Tatumella citrea	0	0	0	0	0	0
Serratia quinivorans	0	0	1e-5	0	0	0
Serratia entomophila	0	0	0	0	0	0
Serratia symbiotica	0	0	0	0	0	0
Yersinia pestis	0	0	2e-5	0	0	0
Rahnella inusitata	0	0	0	0	0	0
Rahnella victoriana	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0
Rouxiella chamberiensis	0	0	0	0	0	0
Rouxiella badensis	0	0	0	0	0	0
Pectobacterium brasiliense	0	0	1e-5	0	0	0
Pectobacterium atrosepticum	0	0	0	0	0	0
Pectobacterium aroidearum	0	0	1e-5	0	0	0
Dickeya solani	0	0	0	0	0	0
Dickeya zeae	0	0	0	0	0	1e-5
Brenneria rubrifaciens	0	0	0	0	0	0
Brenneria izadpanahii	0	0	0	0	0	1e-5
Lonsdalea britannica	0	0	0	0	0	0
Lonsdalea populi	0	0	0	0	0	0
Providencia sp. PROV188	0	0	0	0	0	0
Providencia sp. PROV252	0	0	0	0	0	0
Providencia rettgeri	0	0	1e-5	0	0	0
Providencia alcalifaciens	0	0	0	0	0	0
Providencia huaxiensis	0	0	0	0	0	0
Photorhabdus laumondii	0	0	1e-5	0	0	0
Moellerella wisconsensis	0	0	1e-5	0	0	0
Xenorhabdus poinarii	0	0	0	0	0	0
Xenorhabdus bovienii	0	0	0	0	0	1e-5
Proteus vulgaris	0	0	0	0	0	0
Obesumbacterium proteus	0	0	0	0	0	0
Limnobaculum parvum	0	0	0	0	0	0
Leminorella richardii	0	0	0	0	0	0
Sodalis ligni	0	0	0	0	0	0
Sodalis glossinidius	0	0	0	0	0	0
Pseudomonas sp. A34-9	0	0	1e-5	0	0	0
Pseudomonas sp. Os17	0	0	2e-5	0	0	3e-5
Pseudomonas sp. IAC-BECa141	0	0	1e-5	0	0	1e-5
Pseudomonas sp. CBS	0	0	1e-5	0	0	0
Pseudomonas sp. Cab53	0	0	0	0	0	0
Pseudomonas sp. LRP2-20	0	0	0	0	0	0
Pseudomonas sp. J452	0	0	0	0	0	0
Pseudomonas sp. PDNC002	0	0	0	0	0	0
Pseudomonas sp. S34	0	0	0	0	0	1e-5
Pseudomonas sp. B21-051	0	0	0	0	0	0
Pseudomonas sp. J380	0	0	0	0	0	0
Pseudomonas sp. BSw22131	0	0	0	0	0	0
Pseudomonas sp. PSE14	0	0	0	0	0	0
Pseudomonas sp. Q1-7	0	0	0	0	0	0
Pseudomonas sp. PMCC200367	0	0	0	0	0	0
Pseudomonas sp. B11D7D	0	0	0	0	0	0
Pseudomonas sp. OIL-1	0	0	0	0	0	0
Pseudomonas sp. MM211	0	0	0	0	0	0
Pseudomonas sp. KU43P	0	0	0	0	0	0
Pseudomonas sp. HR96	0	0	0	0	0	0
Pseudomonas sp. LPB0260	0	0	0	0	0	0
Pseudomonas sp. FP198	0	0	0	0	0	0
Pseudomonas sp. 273	0	0	0	0	0	0
Pseudomonas sp. TCU-HL1	0	0	0	0	0	0
Pseudomonas sp. LG1E9	0	0	0	0	0	0
Pseudomonas sp. JBR1	0	0	0	0	0	0
Pseudomonas sp. SCB32	0	0	0	0	0	0
Pseudomonas sp. DTU12.3	0	0	0	0	0	1e-5
Pseudomonas sp. ACM7	0	0	0	0	0	0
Pseudomonas poae	0	0	1e-5	0	0	0
Pseudomonas mucidolens	0	0	0	0	0	0
Pseudomonas corrugata	0	0	0	0	0	0
Pseudomonas furukawaii	0	0	0	0	0	0
Pseudomonas alcaligenes	0	0	0	0	0	0
Pseudomonas monteilii	0	0	1e-5	0	0	0
Pseudomonas lijiangensis	0	0	1e-5	0	0	0
Pseudomonas viridiflava	0	0	0	0	0	0
Pseudomonas protegens	0	0	1e-5	0	0	1e-5
Pseudomonas parafulva	0	0	0	0	0	1e-5
Pseudomonas prosekii	0	0	0	0	0	0
Pseudomonas extremaustralis	0	0	0	0	0	0
Pseudomonas seleniipraecipitans	0	0	0	0	0	0
Pseudomonas thivervalensis	0	0	0	0	0	0
Pseudomonas brassicacearum	0	0	0	0	0	0
Pseudomonas promysalinigenes	0	0	0	0	0	0
Pseudomonas tensinigenes	0	0	0	0	0	0
Pseudomonas alkylphenolica	0	0	0	0	0	0
Pseudomonas psychrophila	0	0	0	0	0	0
Pseudomonas gozinkensis	0	0	0	0	0	0
Pseudomonas rhizosphaerae	0	0	0	0	0	0
Pseudomonas denitrificans (nom. rej.)	0	0	1e-5	0	0	0
Halopseudomonas pelagia	0	0	0	0	0	0
Azotobacter vinelandii	0	0	0	0	0	0
Denitrificimonas caeni	0	0	0	0	0	0
Marinobacter sp. CA1	0	0	1e-5	0	0	0
Marinobacter sp. NP-4(2019)	0	0	1e-5	1e-5	0	0
Marinobacter sp. LPB0319	0	0	1e-5	0	0	0
Marinobacter sp. AN1	0	0	0	0	0	0
Marinobacter fonticola	0	0	0	0	0	0
Marinobacter salarius	0	0	0	0	0	0
Ketobacter alkanivorans	0	0	0	0	0	0
Xanthomonas sp. SI	0	0	0	0	0	1e-5
Xanthomonas sp. CFBP 8445	0	0	0	0	0	0
Xanthomonas sp. A6251	0	0	0	0	0	0
Xanthomonas oryzae	0	0	0	0	0	0
Xanthomonas sacchari	0	0	0	0	0	0
Xanthomonas vesicatoria	0	0	0	0	0	0
Xanthomonas arboricola	0	0	0	0	0	0
Xanthomonas albilineans	0	0	0	0	0	0
Xanthomonas citri	0	0	0	0	0	0
Pseudoxanthomonas sp.	0	0	1e-5	0	0	0
Pseudoxanthomonas sp. X-1	0	0	0	0	0	0
Pseudoxanthomonas sp. JBR18	0	0	0	0	0	0
Pseudoxanthomonas winnipegensis	0	0	1e-5	0	0	0
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	0	0	1e-5	0	0	0
Stenotrophomonas sp. A5588	0	0	0	0	0	0
Stenotrophomonas sp. 169	0	0	0	0	0	0
Stenotrophomonas sp. A5586	0	0	0	0	0	0
Lysobacter sp. K5869	0	0	1e-5	0	0	0
Lysobacter sp. 5GHs7-4	0	0	0	0	0	1e-5
Lysobacter maris	0	0	0	0	0	0
Lysobacter terrestris	0	0	0	0	0	0
Lysobacter solisilvae	0	0	0	0	0	0
Luteimonas sp. YGD11-2	0	0	0	0	0	0
Luteimonas sp. MC1750	0	0	0	0	0	0
Luteimonas granuli	0	0	0	0	0	0
Luteimonas fraxinea	0	0	0	0	0	0
Thermomonas aquatica	0	0	0	0	0	0
Thermomonas paludicola	0	0	0	0	0	0
Arenimonas daejeonensis	0	0	0	0	1e-5	0
Luteibacter rhizovicinus	0	0	1e-5	0	0	0
Luteibacter pinisoli	0	0	1e-5	0	0	0
Luteibacter aegosomatis	0	0	0	0	0	0
Luteibacter flocculans	0	0	0	0	0	0
Luteibacter aegosomatissinici	0	0	0	0	0	0
Rhodanobacter thiooxydans	0	0	1e-5	0	0	1e-5
Ahniella affigens	0	0	0	0	0	0
Aerosticca soli	0	0	0	0	0	1e-5
Haemophilus pittmaniae	0	0	0	0	0	1e-5
[Haemophilus] ducreyi	0	0	0	0	0	0
Haemophilus parahaemolyticus	0	0	0	0	0	0
Haemophilus haemolyticus	0	0	0	0	0	0
Haemophilus sp. oral taxon 036	0	0	0	0	0	0
Gallibacterium anatis	0	0	0	0	0	0
Aggregatibacter aphrophilus	0	0	1e-5	0	0	0
Aggregatibacter sp. Marseille-P9115	0	0	0	0	0	0
Pasteurella multocida	0	0	0	0	0	0
Pasteurella canis	0	0	0	0	0	0
Mannheimia granulomatis	0	0	0	0	0	0
Mannheimia varigena	0	0	0	0	0	0
Actinobacillus genomosp. 2	0	0	0	0	0	0
Avibacterium paragallinarum	0	0	0	0	0	0
Basfia succiniciproducens	0	0	0	0	0	0
Frederiksenia canicola	0	0	0	0	0	0
Bibersteinia trehalosi	0	0	1e-5	0	0	0
Halomonas sp. DN3	0	0	1e-5	0	0	1e-5
Halomonas sp. CKK8	0	0	0	0	0	0
Halomonas sp. THAF5a	0	0	0	1e-5	0	0
Halomonas sp. KO116	0	0	0	0	0	0
Halomonas sp. M1	0	0	0	0	0	0
Halomonas profundi	0	0	0	0	0	1e-5
Halomonas socia	0	0	0	0	0	0
Halomonas sulfidivorans	0	0	0	1e-5	0	0
Halomonas huangheensis	0	0	0	0	0	0
Candidatus Carsonella ruddii	0	0	1e-5	0	0	0
Salinicola tamaricis	0	0	0	0	0	0
Chromohalobacter salexigens	0	0	0	0	0	0
Marinomonas sp. GJ51-6	0	0	1e-5	0	0	0
Marinomonas sp. CT5	0	0	0	0	0	0
Marinomonas profundi	0	0	0	0	0	0
Marinobacterium sediminicola	0	0	0	0	0	0
Marinobacterium aestuarii	0	0	0	0	0	0
Marinobacterium sp. LSUCC0821	0	0	0	0	0	0
Marinobacterium iners	0	0	0	0	0	0
Amphritea atlantica	0	0	1e-5	0	0	0
Amphritea japonica	0	0	0	0	0	0
Aliamphritea spongicola	0	0	0	0	0	0
Alloalcanivorax xenomutans	0	0	1e-5	0	0	0
Isoalcanivorax pacificus	0	0	0	0	0	0
Litorivicinus lipolyticus	0	0	1e-5	0	0	0
Endozoicomonas sp. GU-1	0	0	0	0	0	0
Endozoicomonas sp. 4G	0	0	0	0	0	0
Endozoicomonas euniceicola	0	0	0	0	0	0
Hahella sp. KA22	0	0	0	0	0	0
Hahella sp. HNIBRBA332	0	0	0	0	0	0
Hahella chejuensis	0	0	0	0	0	0
Spartinivicinus ruber	0	0	0	0	0	0
Aeromonas allosaccharophila	0	0	1e-5	0	0	0
Aeromonas sp. FDAARGOS 1409	0	0	1e-5	0	0	0
Aeromonas simiae	0	0	0	0	0	0
Aeromonas schubertii	0	0	0	0	0	0
Aeromonas caviae	0	0	1e-5	0	0	0
Shewanella vesiculosa	0	0	1e-5	0	0	0
Shewanella inventionis	0	0	0	0	0	0
Shewanella marisflavi	0	0	0	0	0	0
Shewanella psychrophila	0	0	0	0	0	0
Shewanella piezotolerans	0	0	0	0	0	0
Shewanella mesophila	0	0	0	0	0	0
Alteromonas sp. BL110	0	0	0	0	0	0
Alteromonas sp. 009811495	0	0	0	0	0	0
Salinimonas sediminis	0	0	0	0	0	0
Salinimonas iocasae	0	0	0	0	0	0
Hydrocarboniclastica marina	0	0	0	0	0	0
Paraglaciecola sp. L1A13	0	0	0	0	0	0
Pseudoalteromonas sp. HL-AS2	0	0	0	0	0	0
Pseudoalteromonas rubra	0	0	0	0	0	0
Pseudoalteromonas prydzensis	0	0	0	0	0	0
Pseudoalteromonas spongiae	0	0	0	0	0	0
Colwellia sp. PAMC 20917	0	0	1e-5	0	0	0
Thalassomonas viridans	0	0	0	0	0	0
Idiomarina sp. OT37-5b	0	0	0	0	0	0
Moritella sp. 24	0	0	0	0	0	0
Acinetobacter sp. LoGeW2-3	0	0	0	0	0	0
Acinetobacter variabilis	0	0	0	0	0	0
Acinetobacter ursingii	0	0	0	0	0	0
Acinetobacter proteolyticus	0	0	0	0	0	0
Psychrobacter sp. WB2	0	0	1e-5	0	0	0
Psychrobacter sanguinis	0	0	1e-5	0	0	0
Moraxella catarrhalis	0	0	0	0	0	0
Moraxella nasovis	0	0	0	0	0	0
Vibrio sp. JC009	0	0	0	0	0	0
Vibrio sp. SS-MA-C1-2	0	0	0	0	0	0
Vibrio sp. THAF190c	0	0	0	0	0	0
Vibrio harveyi	0	0	1e-5	0	0	0
Vibrio rarus	0	0	1e-5	0	0	0
Vibrio spartinae	0	0	1e-5	0	0	0
Vibrio panuliri	0	0	0	0	0	0
Vibrio breoganii	0	0	0	0	0	0
Vibrio alfacsensis	0	0	0	0	0	0
Vibrio bathopelagicus	0	0	0	0	0	0
Photobacterium swingsii	0	0	1e-5	0	0	0
Photobacterium sp. DA100	0	0	0	0	0	0
Thioalkalivibrio sulfidiphilus	0	0	0	0	0	0
Thioalkalivibrio nitratireducens	0	0	0	0	0	0
Spiribacter curvatus	0	0	0	0	0	0
Ectothiorhodospira haloalkaliphila	0	0	0	0	0	0
Acidihalobacter aeolianus	0	0	0	0	0	0
Halorhodospira halochloris	0	0	0	0	0	0
Caldichromatium japonicum	0	0	0	0	0	0
Rheinheimera sp. D18	0	0	0	0	0	0
Wenzhouxiangella sp. AB-CW3	0	0	0	0	0	0
Microbulbifer sp. YPW16	0	0	0	0	0	1e-5
Microbulbifer sp. ALW1	0	0	0	0	0	0
Microbulbifer sp. VAAF005	0	0	0	0	0	0
Microbulbifer celer	0	0	0	0	0	0
Microbulbifer agarilyticus	0	0	0	0	0	0
Microbulbifer thermotolerans	0	0	0	0	0	0
Cellvibrio sp. PSBB023	0	0	0	0	0	0
Teredinibacter haidensis	0	0	0	0	0	0
Teredinibacter turnerae	0	0	0	0	0	0
Halioglobus maricola	0	0	0	0	0	0
Oceanicoccus sagamiensis	0	0	0	0	0	0
Spongiibacter taiwanensis	0	0	0	0	0	0
Methylomonas rapida	0	0	0	0	0	0
Methylomonas rhizoryzae	0	0	0	0	0	0
Methylomonas montana	0	0	0	0	0	0
Methylococcus capsulatus	0	0	1e-5	0	0	0
Methylococcus sp. EFPC2	0	0	0	0	0	0
Methylocaldum marinum	0	0	0	0	0	0
Methylomicrobium album	0	0	0	0	0	0
Methylomarinovum caldicuralii	0	0	0	0	0	1e-5
Thiomicrospira sp. R3	0	0	0	0	0	0
Piscirickettsia salmonis	0	0	0	0	0	0
Candidatus Thiothrix anitrata	0	0	0	0	0	0
Francisella hispaniensis	0	0	1e-5	0	0	0
Francisella sp. FSC1006	0	0	0	0	0	0
Legionella spiritensis	0	0	0	0	0	0
Legionella adelaidensis	0	0	0	0	0	0
Legionella lansingensis	0	0	0	0	0	0
Legionella lytica	0	0	0	0	0	0
Legionella sainthelensi	0	0	0	0	0	0
Legionella micdadei	0	0	0	0	0	0
Coxiella burnetii	0	0	0	0	0	1e-5
Coxiella endosymbiont of Amblyomma sculptum	0	0	0	0	0	0
Candidatus Rickettsiella viridis	0	0	0	0	0	0
Aquicella lusitana	0	0	0	0	0	0
Aquicella siphonis	0	0	0	0	0	0
Sinimarinibacterium sp. NLF-5-8	0	0	2e-5	0	0	0
Gallaecimonas mangrovi	0	0	1e-5	0	0	0
Gallaecimonas kandeliae	0	0	0	0	0	0
Sedimenticola selenatireducens	0	0	0	0	0	0
Candidatus Pseudothioglobus singularis	0	0	0	0	0	0
endosymbiont of Sipalinus gigas	0	0	0	0	0	0
Dichelobacter nodosus	0	0	0	0	0	0
Suttonella sp. R2A3	0	0	0	0	0	0
Ignatzschineria rhizosphaerae	0	0	0	0	0	0
Rhizobium sp. BT-175	0	0	3e-5	0	0	0
Rhizobium sp. Pop5	0	0	0	0	0	0
Rhizobium sp. CB3171	0	0	0	0	0	0
Rhizobium sp. 32-5/1	0	0	0	0	0	0
Rhizobium sp. SSA_523	0	0	0	0	0	0
Rhizobium bangladeshense	0	0	0	0	0	0
Rhizobium gei	0	0	0	0	0	0
Rhizobium tropici	0	0	0	0	0	0
Rhizobium gallicum	0	0	0	0	0	0
Agrobacterium salinitolerans	0	0	1e-5	0	0	0
Agrobacterium sp. RAC06	0	0	0	0	0	0
Agrobacterium rubi	0	0	0	0	0	0
Neorhizobium petrolearium	0	0	0	0	0	0
Pararhizobium sp. YC-54	0	0	0	0	0	0
Sinorhizobium americanum	0	0	0	0	0	1e-5
Sinorhizobium garamanticum	0	0	0	0	0	0
Ensifer sp. PDNC004	0	0	0	0	0	0
Shinella sp. H4-D48	0	0	0	0	0	0
Shinella oryzae	0	0	0	0	0	0
Candidatus Liberibacter solanacearum	0	0	1e-5	0	0	1e-5
uncultured Gellertiella sp.	0	0	0	0	0	0
Bradyrhizobium sp. ORS 278	0	0	1e-5	0	0	0
Bradyrhizobium sp. CB1717	0	0	2e-5	0	0	0
Bradyrhizobium genosp. L	0	0	0	0	0	0
Bradyrhizobium sp. WD16	0	0	0	0	0	0
Bradyrhizobium sp. 200	0	0	0	0	0	0
Bradyrhizobium sp. NC92	0	0	1e-5	0	0	0
Bradyrhizobium sp. CB82	0	0	0	0	0	0
Bradyrhizobium sp. BWA-3-5	0	0	0	0	0	0
Bradyrhizobium elkanii	0	0	2e-5	0	0	1e-5
Bradyrhizobium roseus	0	0	0	0	0	0
Bradyrhizobium arachidis	0	0	0	0	0	2e-5
Bradyrhizobium brasilense	0	0	0	0	0	0
Bradyrhizobium guangxiense	0	0	0	0	0	0
Bradyrhizobium paxllaeri	0	0	0	0	0	0
Rhodopseudomonas sp. P2A-2r	0	0	0	0	0	0
Rhodopseudomonas sp. SK50-23	0	0	0	0	0	0
Tardiphaga sp. 37S4	0	0	0	0	0	0
Mesorhizobium sp. Pch-S	0	0	0	0	0	0
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	0	0	1e-5	0	1e-5	0
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	0	0	0	0	0	1e-5
Mesorhizobium sp. NZP2077	0	0	0	0	0	0
Mesorhizobium sp. B2-8-5	0	0	0	0	0	0
Mesorhizobium sp. AR07	0	0	0	0	0	0
Mesorhizobium sp. 8	0	0	0	0	0	0
Mesorhizobium sp. AR10	0	0	0	0	0	0
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	0	0	0	0	0	0
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	0	0	0	0	0	0
Mesorhizobium sp. PAMC28654	0	0	0	0	0	1e-5
Mesorhizobium sp. AR02	0	0	0	0	0	0
Mesorhizobium sp. AA22	0	0	0	0	0	1e-5
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	0	0	0	0	0	0
Mesorhizobium japonicum	0	0	1e-5	0	0	0
Mesorhizobium loti	0	0	1e-5	0	0	1e-5
Mesorhizobium terrae	0	0	0	0	0	0
Phyllobacterium sp. T1018	0	0	1e-5	0	1e-5	1e-5
Phyllobacterium sp. T1293	0	0	0	0	0	0
Aquibium oceanicum	0	0	0	0	0	0
Nitratireductor sp.	0	0	0	0	0	0
Nitratireductor rhodophyticola	0	0	0	0	1e-5	0
Aminobacter niigataensis	0	0	1e-5	0	0	0
Hoeflea sp. IMCC20628	0	0	0	0	0	0
Methylobacterium currus	0	0	3e-5	0	0	0
Methylobacterium sp. WL1	0	0	0	0	0	0
Methylobacterium oryzae	0	0	0	0	0	0
Methylobacterium terrae	0	0	0	0	0	1e-5
Microvirga terrae	0	0	0	0	0	0
Devosia sp. YIM 151766	0	0	1e-5	0	0	0
Devosia sp. SL43	0	0	0	0	0	0
Devosia beringensis	0	0	0	0	0	0
Bosea sp. Tri-49	0	0	1e-5	1e-5	1e-5	1e-5
Bosea sp. ANAM02	0	0	0	0	0	0
Bosea vestrisii	0	0	0	0	0	0
Bosea vaviloviae	0	0	0	0	0	0
Brucella intermedia	0	0	0	0	0	0
Brucella anthropi	0	0	1e-5	0	1e-5	1e-5
Martelella lutilitoris	0	0	0	0	0	1e-5
Aureimonas sp. SA4125	0	0	0	0	0	0
Aureimonas populi	0	0	0	0	0	0
Methylocystis sp. SB2	0	0	0	0	0	0
Methylocystis parvus	0	0	0	0	0	0
Methylocystis heyeri	0	0	0	0	0	0
Chenggangzhangella methanolivorans	0	0	0	0	0	1e-5
Hyphomicrobium sp. DMF-1	0	0	0	0	0	0
Candidatus Filomicrobium marinum	0	0	0	0	0	0
Ancylobacter pratisalsi	0	0	0	0	0	0
Ancylobacter novellus	0	0	0	0	0	0
Roseibium aggregatum	0	0	1e-5	0	0	0
Labrenzia sp. PHM005	0	0	0	0	0	0
Stappia indica	0	0	0	0	0	0
Stappia sp. ES.058	0	0	0	0	0	0
Bartonella sp. WD16.2	0	0	0	0	0	0
Bartonella apihabitans	0	0	0	0	0	0
Methylocella silvestris	0	0	0	0	0	0
Methylocapsa sp. D3K7	0	0	0	0	0	0
Hartmannibacter diazotrophicus	0	0	0	0	0	0
Breoghania sp. L-A4	0	0	0	0	0	0
Sphingomonas sp. S2-65	0	0	1e-5	0	0	0
Sphingomonas sp. MM-1	0	0	0	0	0	0
Sphingomonas sp. S6-11	0	0	0	0	0	0
Sphingomonas sp. PAMB00755	0	0	0	0	0	0
Sphingomonas sp. NBWT7	0	0	0	0	0	0
Sphingomonas koreensis	0	0	1e-5	0	0	0
Sphingomonas panacis	0	0	1e-5	0	0	1e-5
Sphingomonas hengshuiensis	0	0	0	0	0	1e-5
Sphingomonas melonis	0	0	1e-5	0	0	0
Sphingomonas radiodurans	0	0	0	0	0	0
Sphingomonas piscis	0	0	0	0	0	0
Sphingomonas changnyeongensis	0	0	0	0	0	0
Sphingomonas profundi	0	0	0	0	0	0
Sphingomonas nostoxanthinifaciens	0	0	0	1e-5	0	0
Sphingomonas naphthae	0	0	0	0	0	0
Sphingomonas insulae	0	0	0	0	0	0
Sphingomonas morindae	0	0	0	0	0	0
Sphingomonas bisphenolicum	0	0	0	0	0	0
Novosphingobium sp. KACC 22771	0	0	0	0	0	0
Sphingobium sp. TKS	0	0	1e-5	0	0	0
Sphingobium sp. JS3065	0	0	0	0	0	0
Sphingobium sp. AP49	0	0	0	0	0	0
Sphingobium sp. KCTC 72723	0	0	0	0	0	0
Sphingobium yanoikuyae	0	0	2e-5	0	0	1e-5
Sphingobium xenophagum	0	0	0	1e-5	0	0
Sphingopyxis sp. DBS4	0	0	1e-5	0	0	0
Sphingopyxis sp. USTB-05	0	0	0	0	0	0
Sphingopyxis sp. QXT-31	0	0	0	0	0	0
Sphingopyxis sp. PAMC25046	0	0	0	0	0	0
Sphingopyxis fribergensis	0	0	0	0	0	0
Rhizorhabdus phycosphaerae	0	0	0	0	0	0
Rhizorhabdus wittichii	0	0	1e-5	0	0	0
Parasphingorhabdus litoris	0	0	0	0	0	0
Sphingorhabdus sp. YGSMI21	0	0	0	0	0	0
Sphingosinithalassobacter sp. CS137	0	0	0	0	0	0
Parasphingopyxis algicola	0	0	0	0	1e-5	0
Erythrobacter sp. KY5	0	0	0	0	0	0
Erythrobacter neustonensis	0	0	0	0	0	0
Porphyrobacter sp. LM 6	0	0	0	0	0	0
Porphyrobacter sp. YT40	0	0	0	0	0	1e-5
Altererythrobacter sp. BO-6	0	0	1e-5	0	0	0
Altererythrobacter ishigakiensis	0	0	0	0	0	0
Qipengyuania sediminis	0	0	1e-5	0	0	0
Qipengyuania xiapuensis	0	0	1e-5	0	0	0
Qipengyuania citrea	0	0	0	0	0	0
Qipengyuania aquimaris	0	0	0	0	0	0
Qipengyuania spongiae	0	0	0	0	0	0
Qipengyuania psychrotolerans	0	0	0	0	0	0
Tsuneonella amylolytica	0	0	0	0	0	0
Tsuneonella flava	0	0	0	0	0	0
Tsuneonella mangrovi	0	0	0	0	0	0
Croceicoccus sp. YJ47	0	0	0	0	0	1e-5
Aurantiacibacter gangjinensis	0	0	0	0	0	0
Aurantiacibacter atlanticus	0	0	0	0	0	0
Croceibacterium atlanticum	0	0	0	0	0	0
Paraurantiacibacter namhicola	0	0	0	0	0	0
Sphingosinicella flava	0	0	1e-5	0	0	0
Sphingosinicella sp. BN140058	0	0	0	0	0	0
Sulfitobacter alexandrii	0	0	2e-5	0	0	1e-5
Sulfitobacter sp. S190	0	0	0	0	0	0
Sulfitobacter sp. SK012	0	0	0	0	0	0
Sulfitobacter sp. LC.270.F.C4	0	0	0	0	0	0
Sulfitobacter albidus	0	0	0	0	0	0
Leisingera methylohalidivorans	0	0	0	0	0	0
Roseovarius faecimaris	0	0	1e-5	0	0	0
Roseovarius pacificus	0	0	0	0	0	0
Roseobacter denitrificans	0	0	1e-5	0	0	0
Roseobacter ponti	0	0	0	0	0	0
Pseudosulfitobacter sp. DSM 107133	0	0	1e-5	0	0	0
Phaeobacter inhibens	0	0	0	0	0	0
Ruegeria sp. SCSIO 43209	0	0	0	0	0	0
Jannaschia sp. GRR-S6-38	0	0	0	0	1e-5	0
Sagittula sp. P11	0	0	0	0	0	0
Ketogulonicigenium vulgare	0	0	0	0	0	0
Octadecabacter sp. SW4	0	0	0	0	0	0
Ponticoccus alexandrii	0	0	0	0	0	0
Dinoroseobacter shibae	0	0	0	0	0	0
Thalassococcus sp. S3	0	0	0	0	0	0
Paracoccus sp. TOH	0	0	0	0	0	1e-5
Paracoccus sp. MC1862	0	0	0	0	0	0
Paracoccus liaowanqingii	0	0	0	0	0	0
Paracoccus stylophorae	0	0	1e-5	0	0	1e-5
Paracoccus aminophilus	0	0	0	0	0	0
Paracoccus sediminicola	0	0	0	0	0	0
Paracoccus denitrificans	0	0	0	0	0	0
Paracoccus albus	0	0	0	0	0	0
Paracoccus suum	0	0	0	0	0	0
Paracoccus methylovorus	0	0	0	0	0	0
Paracoccus fistulariae	0	0	0	0	0	0
Paracoccus kondratievae	0	0	0	0	0	0
Pseudooceanicola nitratireducens	0	0	1e-5	0	0	0
Thioclava nitratireducens	0	0	1e-5	0	0	0
Rhodobacter sp. LPB0142	0	0	0	0	0	0
Gemmobacter aquarius	0	0	0	0	0	0
Brevirhabdus pacifica	0	0	1e-5	0	0	0
Fuscovulum blasticum	0	0	0	0	0	0
Yoonia vestfoldensis	0	0	0	0	0	0
Abyssibius alkaniclasticus	0	0	0	0	0	0
Qingshengfaniella alkalisoli	0	0	0	0	0	0
Rhodophyticola sp. CSW1921	0	0	0	0	0	0
Pukyongiella litopenaei	0	0	0	0	0	0
Silicimonas algicola	0	0	0	0	0	0
Pontibrevibacter nitratireducens	0	0	0	0	0	0
Gymnodinialimonas ceratoperidinii	0	0	0	0	0	0
Algicella marina	0	0	0	0	0	0
Roseomonas sp. OT10	0	0	1e-5	0	2e-5	0
Roseomonas marmotae	0	0	0	0	0	0
Komagataeibacter nataicola	0	0	0	0	0	0
Acetobacter pasteurianus	0	0	1e-5	0	0	0
Acetobacter vaccinii	0	0	0	0	0	0
Gluconobacter frateurii	0	0	0	0	0	0
Roseococcus microcysteis	0	0	1e-5	0	0	1e-5
Acidisoma sp. PAMC 29798	0	0	0	0	0	1e-5
Neokomagataea tanensis	0	0	0	0	0	0
Candidatus Kirkpatrickella diaphorinae	0	0	0	0	0	0
Azospirillum argentinense	0	0	1e-5	0	0	1e-5
Azospirillum thiophilum	0	0	0	0	0	1e-5
Azospirillum humicireducens	0	0	0	0	0	0
Skermanella rosea	0	0	0	0	0	0
Skermanella mucosa	0	0	0	0	0	0
Magnetospirillum sp. ME-1	0	0	0	0	0	0
Haematospirillum jordaniae	0	0	0	0	0	0
Brevundimonas sp.	0	0	0	0	1e-5	1e-5
Brevundimonas sp. NIBR11	0	0	0	0	0	0
Brevundimonas sp. NIBR10	0	0	0	0	0	0
Brevundimonas sp. SGAir0440	0	0	0	0	0	0
Brevundimonas goettingensis	0	0	0	0	0	0
Phenylobacterium sp. LH3H17	0	0	0	0	0	0
Asticcacaulis sp. ZE23SCel15	0	0	0	0	0	0
Asticcacaulis sp. AND118	0	0	0	0	0	0
Hyphomonas atlantica	0	0	1e-5	0	0	0
Parvularcula sp. LCG005	0	0	0	0	0	0
Parvularcula sp. IMCC14364	0	0	0	0	0	0
