name	SRR8146935	SRR8146936	SRR8146938	SRR8146963	SRR8146968	SRR8146973
Sneathiella marina	0	0	0	0	0	0
Candidatus Nucleicultrix amoebiphila	0	0	0	0	0	0
Magnetococcus marinus	0	0	0	0	0	0
Burkholderia arboris	0	0	0	0	0	0
Burkholderia stabilis	0	0	0	0	0	0
Burkholderia anthina	0	0	0	0	0	0
Burkholderia seminalis	0	0	0	0	0	1e-5
Burkholderia vietnamiensis	0	0	0	0	0	0
Burkholderia dolosa	0	0	1.9e-4	0	0	0
Burkholderia diffusa	0	0	0	0	0	0
Burkholderia sp. MSMB0856	0	0	0	1e-5	0	0
Burkholderia oklahomensis	0	0	0	0	0	0
Cupriavidus sp. KK10	0	0	0	0	0	0
Cupriavidus cauae	0	0	0	0	0	0
Paraburkholderia sp. D15	0	0	0	0	0	0
Paraburkholderia edwinii	0	0	0	0	0	0
Paraburkholderia tropica	0	0	0	0	0	1e-5
Paraburkholderia bonniea	0	0	0	0	0	0
Paraburkholderia caledonica	0	0	0	0	0	0
Paraburkholderia acidiphila	0	0	0	0	0	0
Paraburkholderia dioscoreae	0	0	0	0	0	0
Paraburkholderia caffeinilytica	0	0	0	0	0	0
Paraburkholderia terricola	0	0	0	0	0	0
Ralstonia pseudosolanacearum	0	0	1e-5	1e-5	0	1e-5
Pandoraea fibrosis	0	0	1e-5	0	0	1e-5
Pandoraea vervacti	0	0	1e-5	0	0	1e-5
Pandoraea faecigallinarum	0	0	0	0	0	0
Pandoraea pulmonicola	0	0	0	0	0	0
Pandoraea oxalativorans	0	0	0	0	0	0
Polynucleobacter sp. TSB-Sco08W16	0	0	1e-5	0	0	0
Polynucleobacter sp. JS-JIR-II-b4	0	0	0	0	0	0
Polynucleobacter paludilacus	0	0	0	0	0	0
Caballeronia sp. Lep1P3	0	0	0	0	0	0
Caballeronia sp. SL2Y3	0	0	0	0	0	0
Caballeronia grimmiae	0	0	0	0	0	0
Mycoavidus sp. SF9855	0	0	1e-5	0	0	0
Candidatus Vallotia tarda	0	0	0	0	0	0
Variovorax sp. RA8	0	0	1e-5	0	0	0
Variovorax sp. WDL1	0	0	0	0	0	1e-5
Variovorax sp. PBL-E5	0	0	0	0	0	1e-5
Rhodoferax sediminis	0	0	0	0	0	1e-5
Comamonas serinivorans	0	0	0	0	0	0
Hydrogenophaga sp. SNF1	0	0	1e-5	0	0	0
Hydrogenophaga sp. NH-16	0	0	0	0	0	3e-5
Hydrogenophaga sp. PAMC20947	0	0	0	0	0	0
Hydrogenophaga sp. PBC	0	0	0	0	0	0
Hydrogenophaga pseudoflava	0	0	0	0	0	0
Acidovorax sp. JMULE5	0	0	0	0	0	0
Acidovorax sp. GBBC 1281	0	0	0	0	0	0
Acidovorax carolinensis	0	0	0	0	0	0
Acidovorax radicis	0	0	0	0	0	0
Limnohabitans sp. TEGF004	0	0	0	0	0	0
Limnohabitans sp. 103DPR2	0	0	0	0	0	0
Polaromonas sp. JS666	0	0	1e-5	0	0	1e-5
Delftia sp. HK171	0	0	1e-5	0	0	0
Delftia acidovorans	0	0	0	0	1e-5	1e-5
Melaminivora jejuensis	0	0	0	0	0	0
Pulveribacter suum	0	0	0	0	0	1e-5
Alicycliphilus denitrificans	0	0	0	0	0	1e-5
Verminephrobacter eiseniae	0	0	0	0	0	0
Massilia sp. REN29	0	0	0	0	0	1e-5
Massilia sp. YMA4	0	0	0	0	1e-5	0
Massilia sp. R2A-15	0	0	0	0	0	0
Massilia sp. NR 4-1	0	0	1e-5	0	0	0
Massilia putida	0	0	0	0	0	1e-5
Massilia antarctica	0	0	0	0	0	0
Pseudoduganella sp. SL102	0	0	1e-5	0	0	0
Pseudoduganella armeniaca	0	0	0	0	0	0
Pseudoduganella lutea	0	0	0	0	0	0
Pseudoduganella aquatica	0	0	0	0	0	1e-5
Herbaspirillum rubrisubalbicans	0	0	0	0	0	1e-5
Janthinobacterium sp. PAMC25594	0	0	1e-5	0	1e-5	0
Janthinobacterium sp. Marseille	0	0	0	0	0	0
Janthinobacterium sp. 17J80-10	0	0	0	0	0	0
Janthinobacterium sp. J1-1	0	0	0	0	0	0
Janthinobacterium agaricidamnosum	0	0	1e-5	0	0	0
Janthinobacterium tructae	0	0	1e-5	0	0	0
Janthinobacterium rivuli	0	0	0	0	0	1e-5
Collimonas pratensis	0	0	0	0	0	0
Undibacterium sp. 20NA77.5	0	0	0	0	0	0
Undibacterium sp. CCC3.4	0	0	0	0	0	0
Undibacterium sp. KW1	0	0	0	0	0	0
Undibacterium parvum	0	0	0	0	0	0
Noviherbaspirillum sp. UKPF54	0	0	1e-5	0	0	0
Bordetella genomosp. 8	0	0	1e-5	0	0	1e-5
Bordetella genomosp. 9	0	0	0	0	0	1e-5
Bordetella flabilis	0	0	0	0	0	1e-5
Bordetella avium	0	0	0	0	0	0
Achromobacter ruhlandii	0	0	0	0	0	0
Orrella daihaiensis	0	0	0	0	0	0
Advenella alkanexedens	0	0	0	0	0	0
Advenella kashmirensis	0	0	0	0	0	0
Advenella mimigardefordensis	0	0	0	0	0	0
Oligella urethralis	0	0	0	0	0	0
Schlegelella aquatica	0	0	0	0	0	0
Rubrivivax gelatinosus	0	0	1e-5	0	0	0
Ideonella dechloratans	0	0	0	0	1e-5	1e-5
Candidatus Ichthyocystis hellenicum	0	0	0	0	0	0
Neisseria sp. Marseille-Q5346	0	0	0	0	0	0
Neisseria lisongii	0	0	0	0	0	0
Neisseria shayeganii	0	0	0	0	0	0
Neisseria dumasiana	0	0	0	0	0	0
Kingella denitrificans	0	0	0	0	0	0
Uruburuella testudinis	0	0	0	0	0	0
Vitreoscilla massiliensis	0	0	0	0	0	0
Morococcus cerebrosus	0	0	0	0	0	0
Wielerella bovis	0	0	0	0	0	0
Chromobacterium paludis	0	0	1e-5	0	0	1e-5
Chromobacterium sp. ATCC 53434	0	0	0	0	0	0
Chromobacterium amazonense	0	0	0	0	0	0
Aquitalea magnusonii	0	0	0	0	0	0
Chitinimonas arctica	0	0	0	0	0	1e-5
Chitinibacter fontanus	0	0	0	0	0	0
Jeongeupia sp. HS-3	0	0	0	0	0	0
Microvirgula aerodenitrificans	0	0	0	0	0	0
Azoarcus olearius	0	0	0	0	0	0
Thauera humireducens	0	0	0	0	0	0
Nitrogeniibacter aestuarii	0	0	0	0	0	0
Denitratisoma oestradiolicum	0	0	0	0	0	0
Denitratisoma sp. DHT3	0	0	0	0	0	1e-5
Sterolibacterium denitrificans	0	0	0	0	0	0
Nitrosomonas ureae	0	0	1e-5	0	0	0
Ferrigenium kumadai	0	0	0	0	0	1e-5
Sideroxydans lithotrophicus	0	0	0	0	0	0
Sideroxyarcus emersonii	0	0	0	0	0	1e-5
Ferriphaselus amnicola	0	0	0	0	0	0
Methylotenera versatilis	0	0	0	0	0	0
Candidatus Methylopumilus universalis	0	0	0	0	0	0
Acidithiobacillus sp. AMEEHan	0	0	0	0	0	0
Mariprofundus aestuarium	0	0	0	0	0	0
Sulfuriroseicoccus oceanibius	0	0	0	0	0	0
Puniceicoccus sp. CR14	0	0	0	0	0	0
Candidatus Pelagisphaera phototrophica	0	0	0	0	0	0
Lacunisphaera limnophila	0	0	1e-5	0	0	1e-5
Methylacidimicrobium sp. AP8	0	0	0	0	0	0
Botrimarina mediterranea	0	0	1e-5	0	0	0
Aeoliella mucimassa	0	0	0	0	0	0
Bremerella sp. P1	0	0	0	0	1e-5	1e-5
Rubripirellula lacrimiformis	0	0	0	0	0	0
Rosistilla carotiformis	0	0	0	0	0	0
Roseimaritima ulvae	0	0	0	0	0	0
Mariniblastus fucicola	0	0	0	0	0	0
Thermogutta terrifontis	0	0	0	0	0	0
Gimesia fumaroli	0	0	1e-5	0	0	1e-5
Gimesia chilikensis	0	0	1e-5	0	0	1e-5
Gimesia algae	0	0	0	0	0	0
Polystyrenella longa	0	0	1e-5	0	0	0
Maioricimonas rarisocia	0	0	0	0	0	1e-5
Planctopirus limnophila	0	0	0	0	0	0
Planctopirus ephydatiae	0	0	0	0	0	1e-5
Rubinisphaera brasiliensis	0	0	0	0	0	0
Stratiformator vulcanicus	0	0	0	0	0	0
Telmatocola sphagniphila	0	0	0	0	1e-5	0
Poriferisphaera corsica	0	0	0	0	0	0
Limihaloglobus sulfuriphilus	0	0	0	0	0	0
Anaerohalosphaera lusitana	0	0	0	0	0	0
Chlamydia pecorum	0	0	0	0	0	0
Chlamydia suis	0	0	0	0	0	0
Candidatus Protochlamydia naegleriophila	0	0	0	0	0	0
Simkania negevensis	0	0	0	0	0	0
Waddlia chondrophila	0	0	0	0	0	0
Candidatus Velamenicoccus archaeovorus	0	0	0	0	0	1e-5
uncultured Desulfuromusa sp.	0	0	0	0	0	0
Desulfobacter postgatei	0	0	0	0	0	0
Desulfonema limicola	0	0	0	0	0	0
Desulfosudis oleivorans	0	0	1e-5	0	0	1e-5
Desulfogranum marinum	0	0	0	0	0	0
Desulfotalea psychrophila	0	0	1e-5	0	0	0
Desulfosediminicola ganghwensis	0	0	0	0	0	0
Desulfobacca acetoxidans	0	0	0	0	0	0
Treponema sp. OMZ 788	0	0	2e-5	2e-5	0	0
Treponema sp. Marseille-Q4132	0	0	0	0	0	1e-5
Treponema succinifaciens	0	0	1e-5	0	0	0
Sphaerochaeta pleomorpha	0	0	1e-5	0	0	0
Oceanispirochaeta crateris	0	0	0	0	1e-5	0
Salinispira pacifica	0	0	0	0	0	0
Borreliella turdi	0	0	0	0	0	0
Borrelia hermsii	0	0	0	0	0	0
Leptospira sp. GIMC2001	0	0	0	0	0	0
Leptospira biflexa	0	0	0	0	0	0
Leptospira tipperaryensis	0	0	0	0	0	0
Leptospira kmetyi	0	0	0	0	0	0
Brachyspira intermedia	0	0	0	0	0	0
Brachyspira murdochii	0	0	0	0	0	0
Thermospira aquatica	0	0	0	0	0	0
Myxococcus stipitatus	0	0	0	0	0	0
Myxococcus sp. SDU36	0	0	0	0	0	1e-5
Anaeromyxobacter sp. K	0	0	0	0	0	0
Campylobacter fetus	0	0	0	0	0	0
Campylobacter upsaliensis	0	0	0	0	0	0
Campylobacter insulaenigrae	0	0	0	0	0	0
Sulfurimonas aquatica	0	0	1e-5	0	0	0
Sulfurimonas gotlandica	0	0	0	0	0	0
Sulfurospirillum halorespirans	0	0	1e-5	0	0	0
Helicobacter pullorum	0	0	1e-5	0	0	0
Helicobacter sp. NHP19-003	0	0	0	0	0	0
Halarcobacter anaerophilus	0	0	0	0	0	0
Halarcobacter bivalviorum	0	0	0	0	0	0
Aliarcobacter cibarius	0	0	0	0	0	0
Nitratifractor salsuginis	0	0	1e-5	0	0	0
Nitratiruptor sp. YY09-18	0	0	0	0	0	0
Caminibacter mediatlanticus	0	0	0	0	0	0
Hippea maritima	0	0	0	0	0	0
Granulicella sp. 5B5	0	0	1e-5	0	0	0
Granulicella mallensis	0	0	0	0	0	0
Edaphobacter lichenicola	0	0	0	0	0	0
Candidatus Koribacter versatilis	0	0	1e-5	0	0	0
Leptotrichia sp. oral taxon 221	0	0	0	1e-5	0	0
Leptotrichia buccalis	0	0	0	0	0	0
Leptotrichia trevisanii	0	0	0	0	0	0
Pseudoleptotrichia goodfellowii	0	0	0	0	0	0
Candidatus Minimicrobia vallesae	0	0	0	0	0	0
Candidatus Mycosynbacter amalyticus	0	0	0	0	0	0
Candidatus Babela massiliensis	0	0	0	0	0	0
Thermosipho ferrireducens	0	0	0	0	0	0
Thermotoga profunda	0	0	1e-5	0	0	0
Marinitoga aeolica	0	0	0	0	0	0
Athalassotoga saccharophila	0	0	0	0	0	0
Nitrospira japonica	0	0	0	0	0	0
Candidatus Nitrospira inopinata	0	0	0	0	0	0
Nitrospira sp. KM1	0	0	0	0	0	0
Candidatus Nitrospira neomarina	0	0	0	0	0	0
Leptospirillum ferrooxidans	0	0	0	0	0	1e-5
Dissulfurispira thermophila	0	0	0	0	0	0
Bdellovibrio sp. KM01	0	0	0	0	0	0
Pseudobdellovibrio exovorus	0	0	0	0	0	0
Halobacteriovorax marinus	0	0	0	0	0	0
Fluviispira sanaruensis	0	0	0	0	0	1e-5
Mucispirillum schaedleri	0	0	0	0	0	0
Deferribacter desulfuricans	0	0	0	0	0	0
Microvenator marinus	0	0	0	0	1e-5	0
Hydrogenobacter sp. T-8	0	0	1e-5	0	0	0
Hydrogenobacter thermophilus	0	0	0	0	0	0
Coprothermobacter proteolyticus	0	0	1e-5	0	0	0
Endomicrobium proavitum	0	0	0	0	0	0
Candidatus Endomicrobium trichonymphae	0	0	0	0	0	0
Dictyoglomus turgidum	0	0	0	0	0	0
Nitrospina watsonii	0	0	0	0	0	0
Caldisericum exile	0	0	0	0	0	0
Haloarcula hispanica	0	0	0	0	0	0
Haloarcula taiwanensis	0	0	0	0	0	0
Natronomonas pharaonis	0	0	0	0	0	0
Natronomonas marina	0	0	0	0	0	0
Natronomonas moolapensis	0	0	0	0	0	0
Haloglomus salinum	0	0	0	0	0	0
Salinirubellus salinus	0	0	0	0	0	0
Halorarius halobius	0	0	0	0	0	1e-5
Halocatena marina	0	0	0	0	0	0
Halosegnis sp. DT85	0	0	0	0	0	0
Halorussus vallis	0	0	0	0	0	0
Halorussus aquaticus	0	0	0	0	0	0
Haladaptatus pallidirubidus	0	0	0	0	0	0
Halobacterium litoreum	0	0	0	0	0	0
Halodesulfurarchaeum formicicum	0	0	0	0	0	0
Salinarchaeum laminariae	0	0	0	0	0	0
Natranaeroarchaeum sulfidigenes	0	0	0	0	0	0
Halorubrum sp. CBA1229	0	0	1e-5	0	0	0
Halorubrum sp. 2020YC2	0	0	1e-5	0	0	0
Halobaculum halophilum	0	0	0	0	0	0
Halobaculum roseum	0	0	0	0	0	1e-5
Halopenitus persicus	0	0	0	0	0	0
Salinigranum marinum	0	0	0	0	0	0
Haloprofundus halobius	0	0	0	0	0	0
Halobellus sp. DFY28	0	0	0	0	0	0
Halogeometricum borinquense	0	0	0	0	0	1e-5
Halostagnicola larsenii	0	0	1e-5	0	0	0
Methanoculleus receptaculi	0	0	0	0	0	0
Methanoculleus bourgensis	0	0	0	0	0	0
Methanofollis liminatans	0	0	0	0	0	0
Methanosarcina sp. MTP4	0	0	0	0	1e-5	0
Methanosarcina barkeri	0	0	0	0	0	0
Methanococcoides methylutens	0	0	0	0	0	0
Methanocella paludicola	0	0	0	0	0	0
Methanobrevibacter smithii	0	0	5e-5	0	1e-5	1e-5
Methanobrevibacter sp. TLL-48-HuF1	0	0	0	0	0	0
Methanobrevibacter sp. YE315	0	0	0	0	0	0
Methanobacterium sp. CWC-01	0	0	1e-5	0	0	0
Methanobacterium ferruginis	0	0	0	0	0	0
Methanosphaera stadtmanae	0	0	0	0	0	0
Methanococcus maripaludis	0	0	0	0	0	0
Methanocaldococcus jannaschii	0	0	0	0	0	0
Thermococcus nautili	0	0	0	0	0	0
Archaeoglobus profundus	0	0	0	0	0	0
Ferroglobus placidus	0	0	0	0	0	0
Candidatus Methanoliparum sp. LAM-1	0	0	0	0	0	0
Sulfodiicoccus acidiphilus	0	0	0	0	0	0
Acidianus ambivalens	0	0	0	0	0	0
Ignicoccus hospitalis	0	0	0	0	0	0
Candidatus Nitrososphaera gargensis	0	0	0	0	0	0
Diorhovirus intestinalis	0	0	1e-4	0	0	0
Diorhovirus copri	0	0	0	0	0	0
Dabirmavirus hominis	0	0	4e-5	0	0	0
Fohxhuevirus gastrointestinalis	0	0	0	0	0	0
Afonbuvirus intestinihominis	0	0	1.5e-4	0	0.00415	0
Afonbuvirus faecalis	0	0	1.3e-4	0	0.00344	0
Afonbuvirus coli	0	0	5e-5	0	0.00153	0
Buchavirus copri	0	0	0	0	0	0
Besingivirus coli	0	0	0	0	0	0
Kahucivirus intestinalis	0	0	1e-5	0	0	0
Mahlunavirus rarus	0	0	0	0	0	0
Pipoluvirus rarus	0	0	0	0	0	0
Lughvirus lugh	0	0	1e-5	2e-5	0	0
Bixzunavirus quasimodo	0	0	0	0	0	1e-5
Fengtaivirus Axp2	0	0	0	0	0	0
Skogvirus Skog	0	0	0	0	0	0
Theiavirus salishense	0	0	0	1e-5	0	0
Deltapapillomavirus 6	0	0	0	0	0	0
Flavobacterium sp. SLB02	0	0	0	1e-5	0	0
Flavobacterium flavigenum	0	0	0	0	0	0
Flavobacterium columnare	0	0	0	0	0	0
Maribacter cobaltidurans	0	0	0	0	0	0
Tenacibaculum sp. HL-MS23	0	0	0	1e-5	0	0
Tenacibaculum pacificus	0	0	0	0	0	0
Algibacter sp. L3A6	0	0	0	1e-5	1e-5	0
Polaribacter sp. HL-MS24	0	0	0	0	0	0
Cellulophaga baltica	0	0	0	0	0	0
Psychroserpens sp. NJDZ02	0	0	0	0	0	0
Lacinutrix sp. Bg11-31	0	0	0	0	0	0
Seonamhaeicola sp. S2-3	0	0	0	0	0	0
Flaviramulus sp. BrNp1-15	0	0	0	0	0	0
Lutibacter sp. A80	0	0	0	0	0	0
Salinimicrobium tongyeongense	0	0	0	0	0	0
Croceibacter atlanticus	0	0	0	0	0	0
Chryseobacterium rhizoplanae	0	0	0	1e-5	0	0
Chryseobacterium cucumeris	0	0	0	0	0	0
Elizabethkingia miricola	0	0	0	0	0	0
Flammeovirga yaeyamensis	0	0	0	1e-5	0	0
Fulvivirga lutea	0	0	0	0	0	0
Tunicatimonas pelagia	0	0	0	0	0	0
Pedobacter aquae	0	0	0	0	0	0
Pedobacter riviphilus	0	0	0	0	0	0
Sphingobacterium sp. E70	0	0	0	0	0	0
Mucilaginibacter sp. SJ	0	0	0	0	0	0
Sediminibacterium sp. TEGAF015	0	0	0	0	0	0
Flavisolibacter tropicus	0	0	0	0	0	0
Sporofaciens musculi	0	0	0	0	0	0
Clostridioides sp. ES-S-0173-01	0	0	0	0	0	0
Halocella sp. SP3-1	0	0	0	0	0	0
Pelosinus sp. UFO1	0	0	0	0	0	0
Paenibacillus sp. E222	0	0	0	0	0	0
Bacillus methanolicus	0	0	0	0	0	0
Lysinibacillus sp. G01H	0	0	0	0	0	0
Lysinibacillus fusiformis	0	0	0	0	0	0
Allobacillus halotolerans	0	0	0	0	0	0
Staphylococcus condimenti	0	0	0	0	0	0
Staphylococcus arlettae	0	0	0	0	0	0
Staphylococcus haemolyticus	0	0	0	0	0	0
Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A	0	0	0	0	0	0
Lactococcus paracarnosus	0	0	0	0	0	0
Lactobacillus johnsonii	0	0	0	0	0	0
Weissella koreensis	0	0	0	0	0	0
Companilactobacillus paralimentarius	0	0	0	0	0	0
Jeotgalibaca ciconiae	0	0	0	0	0	0
Jeotgalibaca porci	0	0	0	0	0	0
Mycobacterium sp. SMC-4	0	0	0	0	0	0
Candidatus Mycobacterium methanotrophicum	0	0	0	0	0	0
Mycolicibacterium austroafricanum	0	0	0	0	0	0
Mycolicibacterium mengxianglii	0	0	0	0	0	0
Mycolicibacterium rhodesiae	0	0	0	0	0	0
Corynebacterium epidermidicanis	0	0	0	0	0	0
Corynebacterium aquatimens	0	0	0	1e-5	1e-5	1e-5
Rhodococcus sp. X156	0	0	0	0	0	0
Rhodococcus sp. ZPP	0	0	0	0	0	0
Gordonia hongkongensis	0	0	0	0	0	0
Gordonia pseudamarae	0	0	0	0	0	0
Dietzia sp. oral taxon 368	0	0	0	0	0	0
Microbacterium sp. cx-55	0	0	0	0	0	0
Microbacterium sp. BDGP8	0	0	0	0	0	0
Microbacterium sp. zg-B185	0	0	0	0	0	0
Microbacterium sp. LKL04	0	0	0	0	0	0
Microbacterium sp. 1.5R	0	0	0	0	0	0
Microbacterium resistens	0	0	0	0	0	0
Microbacterium lemovicicum	0	0	0	0	0	0
Curtobacterium sp. TC1	0	0	0	0	0	0
Curtobacterium sp. TXMA1	0	0	0	1e-5	1e-5	0
Curtobacterium sp. DN_7.5	0	0	0	0	0	0
Agromyces intestinalis	0	0	0	0	0	0
Agromyces larvae	0	0	0	0	0	0
Rathayibacter sp. VKM Ac-2760	0	0	0	0	0	0
Agrococcus sp. REN33	0	0	0	0	0	0
Mycetocola zhujimingii	0	0	0	0	0	0
Subtercola sp. PAMC28395	0	0	0	0	0	0
Antiquaquibacter oligotrophicus	0	0	0	0	0	0
Arthrobacter sp. CJ23	0	0	0	0	0	0
Rothia terrae	0	0	0	0	0	0
Pseudarthrobacter psychrotolerans	0	0	0	0	0	0
Brevibacterium zhoupengii	0	0	0	0	0	0
Ornithinimicrobium flavum	0	0	0	0	0	0
Ruania suaedae	0	0	0	0	0	0
Streptomyces sp. CC0208	0	0	0	5e-5	0	0
Streptomyces sp. VNUA116	0	0	0	0	0	0
Streptomyces sp. S465	0	0	0	0	0	0
Streptomyces sp. GS7	0	0	0	0	0	0
Streptomyces cyaneogriseus	0	0	0	1e-5	0	0
Streptomyces mobaraensis	0	0	0	0	0	0
Streptomyces flavofungini	0	0	0	0	1e-5	0
Streptomyces kanamyceticus	0	0	0	0	0	0
Streptomyces subrutilus	0	0	0	0	0	0
Kitasatospora sp. YST-16	0	0	0	0	0	0
Actinomyces sp. Chiba101	0	0	0	0	0	0
Actinomyces wuliandei	0	0	0	0	0	0
Nocardioides sp. TF02-7	0	0	0	0	0	1e-5
Nocardioides dokdonensis	0	0	0	0	0	0
Amycolatopsis sp. TNS106	0	0	0	0	0	0
Amycolatopsis sp. 4-36	0	0	0	0	0	0
Solwaraspora sp. WMMD937	0	0	0	0	0	0
Jatrophihabitans telluris	0	0	0	0	0	0
Synechococcus sp. A10-1-5-1	0	0	0	0	0	0
Thermostichus lividus	0	0	0	0	0	0
Chloroflexus aggregans	0	0	0	0	0	0
Mesoplasma florum	0	0	0	0	0	0
Mycoplasmopsis agalactiae	0	0	0	0	0	0
Enterobacter soli	0	0	0	0	0	0
Serratia sp. UGAL515B_01	0	0	0	0	0	0
Chania multitudinisentens	0	0	0	0	0	0
Dickeya poaceiphila	0	0	0	0	0	0
Dickeya chrysanthemi	0	0	0	0	0	0
Proteus mirabilis	0	0	0	0	0	0
Xanthomonas sp. GW	0	0	0	0	0	0
Xanthomonas dyei	0	0	0	0	0	0
Xanthomonas vasicola	0	0	0	0	0	0
Lysobacter arenosi	0	0	0	0	0	0
Lysobacter ciconiae	0	0	0	1e-5	0	0
Lysobacter luteus	0	0	0	0	0	0
Thermomonas carbonis	0	0	0	0	0	0
Frateuria soli	0	0	0	0	0	0
Pseudomonas sp. FP2338	0	0	0	0	0	0
Pseudomonas sp. Ost2	0	0	0	0	0	0
Pseudomonas sp. LS44	0	0	0	0	0	0
Pseudomonas sp. Lz4W	0	0	0	0	0	0
Pseudomonas sp. KNUC1026	0	0	0	0	0	0
Pseudomonas sp. NC02	0	0	0	1e-5	0	0
Halopseudomonas maritima	0	0	0	0	0	0
Marinobacter sp. LA51	0	0	0	0	0	0
Actinobacillus pleuropneumoniae	0	0	0	2e-5	0	0
Halomonas sp. THAF12	0	0	0	0	0	0
Halomonas binhaiensis	0	0	0	0	0	0
Kushneria konosiri	0	0	0	0	0	0
Bacterioplanoides sp. SCSIO 12839	0	0	0	0	0	0
Shewanella amazonensis	0	0	0	1e-5	1e-5	1e-5
Shewanella aegiceratis	0	0	0	0	0	0
Shewanella avicenniae	0	0	0	0	0	0
Alteromonas sp. B31-7	0	0	0	0	0	0
Paraglaciecola psychrophila	0	0	0	0	0	0
Pseudoalteromonas sp. APM04	0	0	0	0	1e-5	0
Acinetobacter chinensis	0	0	0	0	0	0
Acinetobacter larvae	0	0	0	0	0	0
Acinetobacter schindleri	0	0	0	0	0	0
Moraxella sp. DOX410	0	0	0	0	0	0
Vibrio sinaloensis	0	0	0	0	0	0
Photobacterium sp. TLY01	0	0	0	0	0	0
Microbulbifer hydrolyticus	0	0	0	1e-5	1e-5	0
Thiosulfatimonas sediminis	0	0	0	0	0	0
Allofrancisella inopinata	0	0	0	0	0	0
Candidatus Reidiella endopervernicosa	0	0	0	0	0	0
Candidatus Comchoanobacter bicostacola	0	0	0	0	0	0
Rhizobium sp. NIBRBAC000502774	0	0	0	0	0	0
Rhizobium indicum	0	0	0	0	0	0
Pseudorhizobium banfieldiae	0	0	0	1e-5	0	0
Bradyrhizobium sp. 191	0	0	0	1e-5	0	0
Bradyrhizobium sp. CCBAU 51765	0	0	0	1e-5	0	0
Bradyrhizobium sp. CB3035	0	0	0	0	0	0
Bradyrhizobium sp. CCBAU 53351	0	0	0	1e-5	0	0
Bradyrhizobium canariense	0	0	0	0	0	0
Bradyrhizobium amphicarpaeae	0	0	0	0	0	0
Afipia sp. GAS231	0	0	0	0	1e-5	0
Aminobacter aminovorans	0	0	0	1e-5	0	0
Methylobacterium sp. 391_Methyba4	0	0	0	1e-5	0	0
Devosia sp. J2-20	0	0	0	0	0	0
Devosia sp. A16	0	0	0	0	0	0
Xanthobacter autotrophicus	0	0	0	0	0	0
Brucella pseudogrignonensis	0	0	0	0	0	0
Methyloceanibacter caenitepidi	0	0	0	0	0	0
Lichenihabitans psoromatis	0	0	0	0	0	0
Sphingomonas sp. LM7	0	0	0	0	1e-5	0
Sphingomonas aliaeris	0	0	0	0	0	0
Novosphingobium terrae	0	0	0	0	0	0
Novosphingobium ginsenosidimutans	0	0	0	0	0	0
Sphingobium sp. AntQ-1	0	0	0	0	0	0
Sphingobium phenoxybenzoativorans	0	0	0	0	1e-5	0
Parasphingorhabdus halotolerans	0	0	0	0	0	0
Allosphingosinicella indica	0	0	0	0	0	0
Altererythrobacter epoxidivorans	0	0	0	0	0	0
Paracoccus sp. Arc7-R13	0	0	0	1e-5	0	0
Haematobacter massiliensis	0	0	0	0	0	0
Jannaschia sp. CCS1	0	0	0	0	0	0
Ruegeria sp. AD91A	0	0	0	0	0	0
Actibacterium sp. EMB200-NS6	0	0	0	0	0	0
Brevundimonas subvibrioides	0	0	0	0	0	0
Asticcacaulis sp. SL142	0	0	0	0	0	0
Rickettsia asiatica	0	0	0	0	0	0
Neoehrlichia mikurensis	0	0	0	0	0	0
Polynucleobacter sp. MWH-Spelu-300-X4	0	0	0	0	0	0
Polynucleobacter sp. HIN5	0	0	0	0	0	0
Mycoavidus sp. B2-EB	0	0	0	0	0	0
Hydrogenophaga sp. BPS33	0	0	0	0	0	0
Diaphorobacter sp. HDW4A	0	0	0	0	0	0
Ottowia sp. oral taxon 894	0	0	0	0	0	1e-5
Massilia sp. erpn	0	0	0	1e-5	0	1e-5
Achromobacter mucicolens	0	0	0	0	0	0
Vitreoscilla sp. C1	0	0	0	0	0	0
Pseudogulbenkiania sp. NH8B	0	0	0	0	0	0
Methyloradius palustris	0	0	0	0	0	0
Candidatus Nitrotoga arctica	0	0	0	0	0	0
Nitrosospira sp. Is2	0	0	0	0	0	0
Campylobacter vulpis	0	0	0	1e-5	0	0
Campylobacter ureolyticus	0	0	0	0	0	0
Hydrogenimonas cancrithermarum	0	0	0	0	0	0
Chloracidobacterium sp. D	0	0	0	0	0	0
Halomicrobium urmianum	0	0	0	0	0	0
Halosimplex pelagicum	0	0	0	0	0	0
Halorientalis marina	0	0	0	0	0	0
Halorhabdus sp. BNX81	0	0	0	0	0	0
Halobellus limi	0	0	0	0	0	0
Haloprofundus salilacus	0	0	0	0	0	0
Natrinema zhouii	0	0	0	0	0	0
Natrinema halophilum	0	0	0	0	0	0
Halovivax ruber	0	0	0	0	0	0
Natronosalvus halobius	0	0	0	0	0	0
Methanoculleus chikugoensis	0	0	0	0	0	0
Methanothrix thermoacetophila	0	0	0	0	0	0
Thermococcus guaymasensis	0	0	0	0	0	0
Pyrobaculum ferrireducens	0	0	0	0	0	0
Burzaovirus coli	0	0	0	0	0	0
Burzaovirus faecalis	0	0	0	0	0	1e-5
Burzaovirus intestinihominis	0	0	0	0	0	0
Flavobacterium sp. B183	0	0	0	0	0	0
Flavobacterium oreochromis	0	0	0	0	0	0
